yearstart,yearend,locationabbr,locationdesc,datasource,topic,question,datavalueunit,datavaluetype,datavalue,datavaluealt,lowconfidencelimit,highconfidencelimit,stratificationcategory1,stratification1,locationid,topicid,questionid,datavaluetypeid,stratificationcategoryid1,stratificationid1,:@computed_region_bxsw_vy29,:@computed_region_he4y_prf8,geolocation.latitude,geolocation.longitude,geolocation.human_address,datavaluefootnotesymbol,datavaluefootnote
2018,2018,PA,Pennsylvania,BRFSS,Tobacco,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years who smoke,%,Age-adjusted Prevalence,30.2,30.2,22.7,38.9,Gender,Female,42,TOB,TOB11_1,AGEADJPREV,GENDER,GENF,48,2495,40.79373015200048,-77.86070029399963,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,DE,Delaware,YRBSS,Tobacco,Current cigarette smoking among youth,%,Crude Prevalence,2.0,2.0,1.0,3.8,Race/Ethnicity,"Black, non-Hispanic",10,TOB,TOB1_1,CRDPREV,RACE,BLK,43,1046,39.008830667000495,-75.57774116799965,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,MA,Massachusetts,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,13.8,13.8,12.6,15.1,Overall,Overall,25,TOB,TOB1_2,AGEADJPREV,OVERALL,OVR,25,1919,42.27687047000046,-72.08269067499964,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,NV,Nevada,ACS 1-Year Estimates,Overarching Conditions,Poverty,%,Crude Prevalence,12.3,12.3,11.6,13,Gender,Male,32,OVC,OVC3_1,CRDPREV,GENDER,GENM,10,481,39.493240390000494,-117.07184056399967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,NH,New Hampshire,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),$,US Dollars,0.30,0.30,,,Overall,Overall,33,ALC,ALC8_0_1,USD,OVERALL,OVR,26,2405,43.65595011300047,-71.50036091999965,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,AK,Alaska,YRBSS,Alcohol,Alcohol use among youth,%,Crude Prevalence,22.8,22.8,19.2,26.8,Overall,Overall,02,ALC,ALC1_1,CRDPREV,OVERALL,OVR,51,1673,64.84507995700051,-147.72205903599973,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,WY,Wyoming,APIS,Alcohol,Amount of alcohol excise tax by beverage type (beer),$,US Dollars,0.02,0.02,,,Overall,Overall,56,ALC,ALC8_0_1,USD,OVERALL,OVR,14,3084,43.23554134300048,-108.10983035299967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,MO,Missouri,YRBSS,Alcohol,Alcohol use among youth,%,Crude Prevalence,22.9,22.9,13.5,36.3,Race/Ethnicity,"Black, non-Hispanic",29,ALC,ALC1_1,CRDPREV,RACE,BLK,18,532,38.635790776000476,-92.56630005299968,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,OH,Ohio,YRBSS,"Nutrition, Physical Activity, and Weight Status",Television viewing among high school students,%,Crude Prevalence,,,,,Race/Ethnicity,American Indian or Alaska Native,39,NPAW,NPAW20_0,CRDPREV,RACE,AIAN,38,587,40.06021014100048,-82.40426005599966,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",~,Data not shown because of too few respondents or cases
2017,2017,NC,North Carolina,YRBSS,Tobacco,Current cigarette smoking among youth,%,Crude Prevalence,7.7,7.7,3.4,16.5,Race/Ethnicity,"Asian, non-Hispanic",37,TOB,TOB1_1,CRDPREV,RACE,ASN,37,2390,35.466220975000454,-79.15925046299964,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,LA,Louisiana,CMS Part A Claims Data,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,,Number,4604,4604,,,Overall,Overall,22,OLD,OLD1_0,NMBR,OVERALL,OVR,22,1697,31.31266064400046,-92.44568007099969,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,NY,New York,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,30.0,30.0,29.4,30.6,Gender,Male,36,DIS,DIS1_0,CRDPREV,GENDER,GENM,47,2092,42.82700103200045,-75.54397042699964,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,PA,Pennsylvania,BRFSS,Tobacco,Current cigarette smoking among women aged 18-44 years,%,Crude Prevalence,20.0,20.0,16.3,24.3,Race/Ethnicity,"White, non-Hispanic",42,TOB,TOB1_3,CRDPREV,RACE,WHT,48,2495,40.79373015200048,-77.86070029399963,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,NH,New Hampshire,YRBSS,"Nutrition, Physical Activity, and Weight Status",Soda consumption among high school students,%,Crude Prevalence,11.7,11.7,7.4,17.9,Race/Ethnicity,"Asian, non-Hispanic",33,NPAW,NPAW12_2,CRDPREV,RACE,ASN,26,2405,43.65595011300047,-71.50036091999965,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,OH,Ohio,YRBSS,Tobacco,Current cigarette smoking among youth,%,Crude Prevalence,,,,,Overall,Overall,39,TOB,TOB1_1,CRDPREV,OVERALL,OVR,38,587,40.06021014100048,-82.40426005599966,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",~,Data not shown because of too few respondents or cases
2018,2018,WI,Wisconsin,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,17.8,17.8,11.6,26.5,Race/Ethnicity,"Black, non-Hispanic",55,TOB,TOB1_2,AGEADJPREV,RACE,BLK,41,3078,44.39319117400049,-89.81637074199966,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,MO,Missouri,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,37.7,37.7,31.3,44.1,Race/Ethnicity,Hispanic,29,DIS,DIS1_0,CRDPREV,RACE,HIS,18,532,38.635790776000476,-92.56630005299968,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,VT,Vermont,YRBSS,Tobacco,Current cigarette smoking among youth,%,Crude Prevalence,10.5,10.5,9.9,11.1,Gender,Male,50,TOB,TOB1_1,CRDPREV,GENDER,GENM,28,3218,43.62538123900049,-72.51764079099962,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,FL,Florida,YRBSS,Alcohol,Alcohol use among youth,%,Crude Prevalence,25.0,25.0,23.1,26.9,Gender,Male,12,ALC,ALC1_1,CRDPREV,GENDER,GENM,30,1112,28.932040377000476,-81.92896053899966,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,DE,Delaware,BRFSS,Tobacco,Quit attempts in the past year among current smokers,%,Crude Prevalence,53.9,53.9,48.2,59.5,Race/Ethnicity,"White, non-Hispanic",10,TOB,TOB3_0,CRDPREV,RACE,WHT,43,1046,39.008830667000495,-75.57774116799965,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,LA,Louisiana,YRBSS,"Nutrition, Physical Activity, and Weight Status",Computer use among high school students,%,Crude Prevalence,39.6,39.6,32.6,47.1,Gender,Female,22,NPAW,NPAW21_0,CRDPREV,GENDER,GENF,22,1697,31.31266064400046,-92.44568007099969,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,NJ,New Jersey,ACS 1-Year Estimates,Overarching Conditions,High school completion among adults aged 18-24 years,%,Crude Prevalence,88.0,88.0,,,Gender,Male,34,OVC,OVC2_1,CRDPREV,GENDER,GENM,46,489,40.13057004800049,-74.27369128799967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,WI,Wisconsin,YRBSS,Tobacco,Current cigarette smoking among youth,%,Crude Prevalence,7.8,7.8,6.6,9.3,Overall,Overall,55,TOB,TOB1_1,CRDPREV,OVERALL,OVR,41,3078,44.39319117400049,-89.81637074199966,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2014,2014,MA,Massachusetts,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,%,Crude Prevalence,8.2,8.2,7.4,9.0,Race/Ethnicity,"White, non-Hispanic",25,ALC,ALC5_1,CRDPREV,RACE,WHT,25,1919,42.27687047000046,-72.08269067499964,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,SC,South Carolina,ACS 1-Year Estimates,Overarching Conditions,Poverty,%,Crude Prevalence,12.7,12.7,8.9,16.5,Race/Ethnicity,"Asian, non-Hispanic",45,OVC,OVC3_1,CRDPREV,RACE,ASN,33,2581,33.998821303000454,-81.04537120699968,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,MT,Montana,YRBSS,"Nutrition, Physical Activity, and Weight Status",Soda consumption among high school students,%,Crude Prevalence,10.9,10.9,9.4,12.7,Gender,Female,30,NPAW,NPAW12_2,CRDPREV,GENDER,GENF,2,2283,47.06652897200047,-109.42442064499971,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,NY,New York,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),$,US Dollars,0.30,0.30,,,Overall,Overall,36,ALC,ALC8_0_2,USD,OVERALL,OVR,47,2092,42.82700103200045,-75.54397042699964,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,KS,Kansas,BRFSS,Tobacco,Current smokeless tobacco use among adults aged >= 18 years,%,Age-adjusted Prevalence,11.2,11.2,10.1,12.4,Gender,Male,20,TOB,TOB2_2,AGEADJPREV,GENDER,GENM,17,1287,38.34774030000045,-98.20078122699965,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,GU,Guam,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,%,Crude Prevalence,29.4,29.4,25.3,34.0,Gender,Male,66,ALC,ALC2_2,CRDPREV,GENDER,GENM,,,13.444304,144.793731,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,SD,South Dakota,ACS 1-Year Estimates,Overarching Conditions,High school completion among adults aged 18-24 years,%,Crude Prevalence,85.8,85.8,,,Overall,Overall,46,OVC,OVC2_1,CRDPREV,OVERALL,OVR,21,2732,44.353130053000484,-100.3735306369997,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,GA,Georgia,BRFSS,Tobacco,Current cigarette smoking among women aged 18-44 years,%,Crude Prevalence,10.3,10.3,7.4,14.0,Race/Ethnicity,"Black, non-Hispanic",13,TOB,TOB1_3,CRDPREV,RACE,BLK,31,1149,32.83968109300048,-83.62758034599966,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,ID,Idaho,YRBSS,Tobacco,Current smokeless tobacco use among youth,%,Crude Prevalence,3.3,3.3,1.8,5.8,Race/Ethnicity,Hispanic,16,TOB,TOB2_1,CRDPREV,RACE,HIS,5,1687,43.682630005000476,-114.3637300419997,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,PA,Pennsylvania,YRBSS,Tobacco,Current cigarette smoking among youth,%,Crude Prevalence,7.7,7.7,6.1,9.7,Gender,Female,42,TOB,TOB1_1,CRDPREV,GENDER,GENF,48,2495,40.79373015200048,-77.86070029399963,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,VA,Virginia,YRBSS,Alcohol,Binge drinking prevalence among youth,%,Crude Prevalence,5.3,5.3,2.4,11.3,Race/Ethnicity,"Asian, non-Hispanic",51,ALC,ALC2_1,CRDPREV,RACE,ASN,40,2758,37.54268067400045,-78.45789046299967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,VI,Virgin Islands,YRBSS,Alcohol,Binge drinking prevalence among youth,%,Crude Prevalence,,,,,Race/Ethnicity,Hispanic,78,ALC,ALC2_1,CRDPREV,RACE,HIS,,,18.335765,-64.896335,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",-,No data available
2017,2017,DE,Delaware,YRBSS,Alcohol,Binge drinking prevalence among youth,%,Crude Prevalence,,,,,Race/Ethnicity,"Asian, non-Hispanic",10,ALC,ALC2_1,CRDPREV,RACE,ASN,43,1046,39.008830667000495,-75.57774116799965,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",~,Data not shown because of too few respondents or cases
2017,2017,HI,Hawaii,ACS 1-Year Estimates,Overarching Conditions,Poverty,%,Crude Prevalence,9.5,9.5,8.9,10.1,Overall,Overall,15,OVC,OVC3_1,CRDPREV,OVERALL,OVR,4,1657,21.304850435000446,-157.85774940299973,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,NY,New York,YRBSS,Tobacco,Current smokeless tobacco use among youth,%,Crude Prevalence,3.3,3.3,1.8,5.9,Race/Ethnicity,"Black, non-Hispanic",36,TOB,TOB2_1,CRDPREV,RACE,BLK,47,2092,42.82700103200045,-75.54397042699964,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,ND,North Dakota,CMS Part A Claims Data,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,,Number,,,,,Race/Ethnicity,Hispanic,38,OLD,OLD1_0,NMBR,RACE,HIS,3,568,47.47531977900047,-100.11842104899966,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",~,Data not shown because of too few respondents or cases
2018,2018,WA,Washington,BRFSS,Tobacco,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years who smoke,%,Age-adjusted Prevalence,77.2,77.2,70.5,82.8,Overall,Overall,53,TOB,TOB11_2,AGEADJPREV,OVERALL,OVR,6,2956,47.52227862900048,-120.47001078999972,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,AK,Alaska,BRFSS,Tobacco,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years who smoke,%,Age-adjusted Prevalence,21.0,21.0,13.8,30.5,Race/Ethnicity,"Other, non-Hispanic",02,TOB,TOB11_1,AGEADJPREV,RACE,OTH,51,1673,64.84507995700051,-147.72205903599973,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,MT,Montana,CMS Part A Claims Data,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,,Number,323,323,,,Gender,Male,30,OLD,OLD1_0,NMBR,GENDER,GENM,2,2283,47.06652897200047,-109.42442064499971,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,US,United States,ACS 5-Year Estimates,Overarching Conditions,Gini Index of income inequality,,Number,0.48,0.48,0.48,0.48,Overall,Overall,59,OVC,OVC9_0,NMBR,OVERALL,OVR,,,,,,,
2018,2018,DC,District of Columbia,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,15.2,15.2,13.3,17.4,Gender,Male,11,TOB,TOB1_2,AGEADJPREV,GENDER,GENM,44,1049,38.907192,-77.036871,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,NY,New York,YRBSS,"Nutrition, Physical Activity, and Weight Status",Computer use among high school students,%,Crude Prevalence,42.9,42.9,38.7,47.2,Gender,Male,36,NPAW,NPAW21_0,CRDPREV,GENDER,GENM,47,2092,42.82700103200045,-75.54397042699964,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,CO,Colorado,BRFSS,Asthma,Asthma prevalence among women aged 18-44 years,%,Crude Prevalence,12.4,12.4,10.5,14.5,Overall,Overall,08,AST,AST1_2,CRDPREV,OVERALL,OVR,9,1398,38.843840757000464,-106.13361092099967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,NE,Nebraska,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,34.3,34.3,33.1,35.5,Overall,Overall,31,DIS,DIS1_0,CRDPREV,OVERALL,OVR,19,2243,41.6410409880005,-99.36572062299967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,VA,Virginia,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,23.4,23.4,20.7,26.1,Race/Ethnicity,"Asian, non-Hispanic",51,DIS,DIS1_0,CRDPREV,RACE,ASN,40,2758,37.54268067400045,-78.45789046299967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,MD,Maryland,YRBSS,Alcohol,Alcohol use among youth,%,Crude Prevalence,25.5,25.5,24.8,26.3,Overall,Overall,24,ALC,ALC1_1,CRDPREV,OVERALL,OVR,45,1857,39.29058096400047,-76.60926011099963,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,MO,Missouri,YRBSS,Alcohol,Binge drinking prevalence among youth,%,Crude Prevalence,14.8,14.8,11.8,18.4,Gender,Male,29,ALC,ALC2_1,CRDPREV,GENDER,GENM,18,532,38.635790776000476,-92.56630005299968,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,DC,District of Columbia,ACS 1-Year Estimates,Overarching Conditions,Poverty,%,Crude Prevalence,13.1,13.1,9.3,16.9,Race/Ethnicity,Hispanic,11,OVC,OVC3_1,CRDPREV,RACE,HIS,44,1049,38.907192,-77.036871,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,FL,Florida,YRBSS,Tobacco,Current cigarette smoking among youth,%,Crude Prevalence,6.5,6.5,5.3,8.1,Gender,Male,12,TOB,TOB1_1,CRDPREV,GENDER,GENM,30,1112,28.932040377000476,-81.92896053899966,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,OR,Oregon,YRBSS,Alcohol,Alcohol use among youth,%,Crude Prevalence,,,,,Overall,Overall,41,ALC,ALC1_1,CRDPREV,OVERALL,OVR,12,2452,44.56744942400047,-120.15503132599969,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",-,No data available
2018,2018,VI,Virgin Islands,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Crude Prevalence,,,,,Race/Ethnicity,Hispanic,78,TOB,TOB1_2,CRDPREV,RACE,HIS,,,18.335765,-64.896335,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",-,No data available
2017,2017,NM,New Mexico,YRBSS,Alcohol,Alcohol use among youth,%,Crude Prevalence,28.2,28.2,25.1,31.6,Gender,Female,35,ALC,ALC1_1,CRDPREV,GENDER,GENF,11,616,34.52088095200048,-106.24058098499967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,PR,Puerto Rico,YRBSS,"Nutrition, Physical Activity, and Weight Status",Television viewing among high school students,%,Crude Prevalence,,,,,Gender,Male,72,NPAW,NPAW20_0,CRDPREV,GENDER,GENM,,3050,18.220833,-66.590149,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",~,Data not shown because of too few respondents or cases
2018,2018,NM,New Mexico,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Crude Prevalence,15.6,15.6,13.6,17.7,Race/Ethnicity,Hispanic,35,TOB,TOB1_2,CRDPREV,RACE,HIS,11,616,34.52088095200048,-106.24058098499967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,AR,Arkansas,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Crude Prevalence,23.9,23.9,21.1,26.8,Gender,Male,05,TOB,TOB1_2,CRDPREV,GENDER,GENM,15,998,34.74865012400045,-92.27449074299966,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,LA,Louisiana,YRBSS,Alcohol,Alcohol use among youth,%,Crude Prevalence,43.5,43.5,34.6,52.8,Race/Ethnicity,"White, non-Hispanic",22,ALC,ALC1_1,CRDPREV,RACE,WHT,22,1697,31.31266064400046,-92.44568007099969,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,NV,Nevada,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Crude Prevalence,21.6,21.6,14.6,30.8,Race/Ethnicity,"Black, non-Hispanic",32,TOB,TOB1_2,CRDPREV,RACE,BLK,10,481,39.493240390000494,-117.07184056399967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,RI,Rhode Island,YRBSS,Alcohol,Alcohol use among youth,%,Crude Prevalence,25.8,25.8,21.0,31.2,Gender,Female,44,ALC,ALC1_1,CRDPREV,GENDER,GENF,27,2658,41.70828019300046,-71.52247031399963,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2014,2014,ME,Maine,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Age-adjusted Prevalence,27,27,25.9,28.2,Overall,Overall,23,ART,ART1_1,AGEADJPREV,OVERALL,OVR,49,1725,45.254228894000505,-68.98503133599962,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,US,United States,BRFSS,Tobacco,Quit attempts in the past year among current smokers,%,Crude Prevalence,58.2,58.2,57.2,59.5,Gender,Female,59,TOB,TOB3_0,CRDPREV,GENDER,GENF,,,,,,*,50 States + DC: US Median
2018,2018,VA,Virginia,BRFSS,Tobacco,Quit attempts in the past year among current smokers,%,Crude Prevalence,59.4,59.4,54.3,64.2,Gender,Female,51,TOB,TOB3_0,CRDPREV,GENDER,GENF,40,2758,37.54268067400045,-78.45789046299967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2018,2018,MA,Massachusetts,BRFSS,Tobacco,Current smokeless tobacco use among adults aged >= 18 years,%,Crude Prevalence,4.5,4.5,2.6,7.8,Race/Ethnicity,Hispanic,25,TOB,TOB2_2,CRDPREV,RACE,HIS,25,1919,42.27687047000046,-72.08269067499964,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,NC,North Carolina,CMS Part A Claims Data,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,,Number,2670,2670,,,Gender,Male,37,OLD,OLD1_0,NMBR,GENDER,GENM,37,2390,35.466220975000454,-79.15925046299964,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,CA,California,YRBSS,"Nutrition, Physical Activity, and Weight Status",Soda consumption among high school students,%,Crude Prevalence,13.2,13.2,9.1,18.8,Race/Ethnicity,"Black, non-Hispanic",06,NPAW,NPAW12_2,CRDPREV,RACE,BLK,8,1340,37.63864012300047,-120.99999953799971,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,NC,North Carolina,CMS Part A Claims Data,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,,Number,699,699,,,Race/Ethnicity,"Black, non-Hispanic",37,OLD,OLD1_0,NMBR,RACE,BLK,37,2390,35.466220975000454,-79.15925046299964,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,WY,Wyoming,YRBSS,Alcohol,Alcohol use among youth,%,Crude Prevalence,,,,,Gender,Female,56,ALC,ALC1_1,CRDPREV,GENDER,GENF,14,3084,43.23554134300048,-108.10983035299967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",-,No data available
